Reference	MT Abundance	Ref ID
P001|ALBU_BOVIN	1.38695	100
P001|ALBU_BOVIN	0.0992	100
P001|ALBU_BOVIN	0.13268	100
P001|ALBU_BOVIN	0.05576	100
P001|ALBU_BOVIN	0.3402	100
P001|ALBU_BOVIN	0.2746	100
P001|ALBU_BOVIN	5.80833	100
P001|ALBU_BOVIN	0.206	100
P001|ALBU_BOVIN	0.09388	100
P001|ALBU_BOVIN	0.62896	100
P001|ALBU_BOVIN	9.75702	100
P001|ALBU_BOVIN	0.19007	100
P001|ALBU_BOVIN	0.7787	100
P001|ALBU_BOVIN	0.4418	100
P001|ALBU_BOVIN	4.96961	100
P001|ALBU_BOVIN	4.0681	100
P001|ALBU_BOVIN	0.6404	100
P001|ALBU_BOVIN	0.1405	100
P001|ALBU_BOVIN	0.082	100
P001|ALBU_BOVIN	0.091	100
P001|ALBU_BOVIN	0.56588	100
P001|ALBU_BOVIN	22.52268	100
P001|ALBU_BOVIN	1.029532	100
P001|ALBU_BOVIN	0.03501	100
P001|ALBU_BOVIN	1.089002	100
P001|ALBU_BOVIN	0.05179	100
P001|ALBU_BOVIN	0.066984	100
P001|ALBU_BOVIN	0.068384	100
P001|ALBU_BOVIN	0.776386	100
P001|ALBU_BOVIN	1.471187	100
P001|ALBU_BOVIN	0.47727	100
P001|ALBU_BOVIN	0.04622	100
P001|ALBU_BOVIN	0.006426	100
P001|ALBU_BOVIN	0.0428	100
P001|ALBU_BOVIN	5.617515	100
P001|ALBU_BOVIN	0.01007	100
P001|ALBU_BOVIN	1.04186	100
P001|ALBU_BOVIN	0.48924	100
P001|ALBU_BOVIN	0.01196	100
P001|ALBU_BOVIN	0.4533	100
P001|ALBU_BOVIN	0.565477	100
P001|ALBU_BOVIN	9.669784	100
P001|ALBU_BOVIN	0.10704	100
P001|ALBU_BOVIN	0.28801	100
P001|ALBU_BOVIN	0.27372	100
P001|ALBU_BOVIN	0.03614	100
P001|ALBU_BOVIN	0.102721	100
P001|ALBU_BOVIN	0.06243	100
P001|ALBU_BOVIN	1.692892	100
P001|ALBU_BOVIN	1.78038	100
P001|ALBU_BOVIN	0.01124	100
P001|ALBU_BOVIN	0.11312	100
P001|ALBU_BOVIN	0.29838	100
P001|ALBU_BOVIN	0.00438	100
P001|ALBU_BOVIN	0.01947	100
P001|ALBU_BOVIN	0.00976	100
P001|ALBU_BOVIN	0.3165	100
P001|ALBU_BOVIN	1.00662	100
P001|ALBU_BOVIN	0.65888	100
P001|ALBU_BOVIN	0.0564	100
P001|ALBU_BOVIN	0.38534	100
P001|ALBU_BOVIN	1.692892	100
P001|ALBU_BOVIN	0.21178	100
P001|ALBU_BOVIN	0.20586	100
P001|ALBU_BOVIN	0.008568	100
P001|ALBU_BOVIN	0.00216	100
P001|ALBU_BOVIN	6.00659	100
P001|ALBU_BOVIN	0.01595	100
P001|ALBU_BOVIN	0.651777	100
P001|ALBU_BOVIN	0.01404	100
P001|ALBU_BOVIN	1.6461	100
P001|ALBU_BOVIN	0.00845	100
P001|ALBU_BOVIN	0.0827	100
P001|ALBU_BOVIN	0.05821	100
P001|ALBU_BOVIN	0.04164	100
P001|ALBU_BOVIN	0.02782	100
P001|ALBU_BOVIN	0.01468	100
P001|ALBU_BOVIN	0.08533	100
P001|ALBU_BOVIN	1.78038	100
P001|ALBU_BOVIN	0.38756	100
P001|ALBU_BOVIN	0.023	100
P001|ALBU_BOVIN	0.019915	100
P001|ALBU_BOVIN	0.104258	100
P001|ALBU_BOVIN	0.042476	100
P001|ALBU_BOVIN	0.010672	100
P001|ALBU_BOVIN	0.0036	100
P001|ALBU_BOVIN	0.038	100
P001|ALBU_BOVIN	2.02865	100
P001|ALBU_BOVIN	0.014288	100
P001|ALBU_BOVIN	1.248672	100
P001|ALBU_BOVIN	0.06072	100
P001|ALBU_BOVIN	0.092727	100
P001|ALBU_BOVIN	0.425164	100
P001|ALBU_BOVIN	0.02423	100
P001|ALBU_BOVIN	0.006426	100
P001|ALBU_BOVIN	0.004072	100
P001|ALBU_BOVIN	0.00924	100
P001|ALBU_BOVIN	0.00582	100
P001|ALBU_BOVIN	0.06442	100
P001|ALBU_BOVIN	0.01766	100
P001|ALBU_BOVIN	0.01726	100
P001|ALBU_BOVIN	0.03276	100
P001|ALBU_BOVIN	0.04644	100
P001|ALBU_BOVIN	0.14469	100
P001|ALBU_BOVIN	0.00446	100
P001|ALBU_BOVIN	0.05633	100
P001|ALBU_BOVIN	0.01084	100
P001|ALBU_BOVIN	0.009747	100
P001|ALBU_BOVIN	0.431264	100
P001|ALBU_BOVIN	0.14815	100
P001|ALBU_BOVIN	0.0782	100
P001|ALBU_BOVIN	0.05692	100
P001|ALBU_BOVIN	0.0556	100
P001|ALBU_BOVIN	0.01038	100
P001|ALBU_BOVIN	0.16617	100
P001|ALBU_BOVIN	0.02388	100
P001|ALBU_BOVIN	0.01552	100
P001|ALBU_BOVIN	0.146556	100
P001|ALBU_BOVIN	0.008935	100
P001|ALBU_BOVIN	0.01848	100
P001|ALBU_BOVIN	0.01196	100
P001|ALBU_BOVIN	9.669784	100
P001|ALBU_BOVIN	0.776386	100
P001|ALBU_BOVIN	0.068384	100
P001|ALBU_BOVIN	0.47727	100
P001|ALBU_BOVIN	5.617515	100
P001|ALBU_BOVIN	0.04622	100
P001|ALBU_BOVIN	0.585257	100
P001|ALBU_BOVIN	0.10704	100
P001|ALBU_BOVIN	1.04186	100
P001|ALBU_BOVIN	0.38534	100
P001|ALBU_BOVIN	0.11312	100
P001|ALBU_BOVIN	0.28801	100
P001|ALBU_BOVIN	1.692892	100
P001|ALBU_BOVIN	1.00662	100
P001|ALBU_BOVIN	0.3165	100
P001|ALBU_BOVIN	1.692892	100
P001|ALBU_BOVIN	0.29838	100
P001|ALBU_BOVIN	0.21178	100
P001|ALBU_BOVIN	0.11873	100
P001|ALBU_BOVIN	0.01168	100
P001|ALBU_BOVIN	0.01124	100
P001|ALBU_BOVIN	0.24409	100
P001|ALBU_BOVIN	1.089002	100
P001|ALBU_BOVIN	0.006154	100
P001|ALBU_BOVIN	0.07328	100
P001|ALBU_BOVIN	0.08304	100
P001|ALBU_BOVIN	0.14742	100
P001|ALBU_BOVIN	0.1182	100
P001|ALBU_BOVIN	0.19776	100
P001|ALBU_BOVIN	0.03276	100
P001|ALBU_BOVIN	0.425164	100
P001|ALBU_BOVIN	1.081451	100
P001|ALBU_BOVIN	0.036598	100
P001|ALBU_BOVIN	0.12378	100
P001|ALBU_BOVIN	4.756114	100
P001|ALBU_BOVIN	0.00753	100
P001|ALBU_BOVIN	0.06474	100
P001|ALBU_BOVIN	0.04592	100
P001|ALBU_BOVIN	1.029532	100
P001|ALBU_BOVIN	0.066984	100
P001|ALBU_BOVIN	0.06072	100
P001|ALBU_BOVIN	1.471187	100
P001|ALBU_BOVIN	0.04164	100
P001|ALBU_BOVIN	0.48924	100
P001|ALBU_BOVIN	1.78038	100
P001|ALBU_BOVIN	0.004158	100
P001|ALBU_BOVIN	0.01196	100
P001|ALBU_BOVIN	0.104258	100
P001|ALBU_BOVIN	0.4533	100
P001|ALBU_BOVIN	0.03614	100
P001|ALBU_BOVIN	0.0079	100
P001|ALBU_BOVIN	0.65888	100
P001|ALBU_BOVIN	0.020696	100
P001|ALBU_BOVIN	0.01947	100
P001|ALBU_BOVIN	0.0782	100
P001|ALBU_BOVIN	0.086314	100
P001|ALBU_BOVIN	0.01486	100
P001|ALBU_BOVIN	0.01778	100
P001|ALBU_BOVIN	0.0079	100
P001|ALBU_BOVIN	0.004122	100
P001|ALBU_BOVIN	0.008057	100
P001|ALBU_BOVIN	0.018768	100
P001|ALBU_BOVIN	0.027	100
P001|ALBU_BOVIN	0.10236	100
P001|ALBU_BOVIN	0.642366	100
P001|ALBU_BOVIN	0.04726	100
P001|ALBU_BOVIN	0.273608	100
P002|CAH2_BOVIN	0.0964	128
P002|CAH2_BOVIN	0.09472	128
P002|CAH2_BOVIN	1.68512	128
P002|CAH2_BOVIN	1.39374	128
P002|CAH2_BOVIN	1.5856	128
P002|CAH2_BOVIN	0.59239	128
P002|CAH2_BOVIN	0.0503	128
P002|CAH2_BOVIN	0.82062	128
P002|CAH2_BOVIN	0.08438	128
P002|CAH2_BOVIN	5.19141	128
P002|CAH2_BOVIN	4.90578	128
P002|CAH2_BOVIN	35.36532	128
P002|CAH2_BOVIN	0.88264	128
P002|CAH2_BOVIN	0.8039	128
P002|CAH2_BOVIN	2.75424	128
P002|CAH2_BOVIN	0.34452	128
P002|CAH2_BOVIN	0.4	128
P002|CAH2_BOVIN	2.63818	128
P002|CAH2_BOVIN	0.18602	128
P002|CAH2_BOVIN	0.34452	128
P002|CAH2_BOVIN	4.5258	128
P002|CAH2_BOVIN	8.93204	128
P002|CAH2_BOVIN	1.7341	128
P002|CAH2_BOVIN	0.7102	128
P002|CAH2_BOVIN	9.94617	128
P002|CAH2_BOVIN	0.1848	128
P002|CAH2_BOVIN	0.2052	128
P002|CAH2_BOVIN	0.545	128
P002|CAH2_BOVIN	0.1666	128
P002|CAH2_BOVIN	1.25818	128
P002|CAH2_BOVIN	0.19964	128
P002|CAH2_BOVIN	16.2651	128
P002|CAH2_BOVIN	0.66878	128
P002|CAH2_BOVIN	0.9359	128
P002|CAH2_BOVIN	0.43156	128
P002|CAH2_BOVIN	0.3586	128
P002|CAH2_BOVIN	54.8064	128
P002|CAH2_BOVIN	0.30844	128
P002|CAH2_BOVIN	0.6492	128
P002|CAH2_BOVIN	1.59892	128
P002|CAH2_BOVIN	0.4276	128
P002|CAH2_BOVIN	0.03828	128
P002|CAH2_BOVIN	0.12179	128
P002|CAH2_BOVIN	0.0873	128
P002|CAH2_BOVIN	3.6542	128
P002|CAH2_BOVIN	0.55398	128
P002|CAH2_BOVIN	1.5486	128
P002|CAH2_BOVIN	0.64447	128
P002|CAH2_BOVIN	0.9442	128
P002|CAH2_BOVIN	0.0939	128
P002|CAH2_BOVIN	0.118732	128
P002|CAH2_BOVIN	0.00569	128
P002|CAH2_BOVIN	0.03586	128
P002|CAH2_BOVIN	0.0083	128
P002|CAH2_BOVIN	1.00662	128
P002|CAH2_BOVIN	0.09311	128
P002|CAH2_BOVIN	0.090414	128
P002|CAH2_BOVIN	0.14957	128
P002|CAH2_BOVIN	0.145942	128
P002|CAH2_BOVIN	0.490706	128
P002|CAH2_BOVIN	0.03586	128
P002|CAH2_BOVIN	0.421683	128
P002|CAH2_BOVIN	1.162376	128
P002|CAH2_BOVIN	0.05387	128
P002|CAH2_BOVIN	0.025672	128
P002|CAH2_BOVIN	0.220674	128
P002|CAH2_BOVIN	0.004158	128
P002|CAH2_BOVIN	0.01451	128
P002|CAH2_BOVIN	1.137454	128
P002|CAH2_BOVIN	0.02078	128
P002|CAH2_BOVIN	0.03558	128
P002|CAH2_BOVIN	0.004158	128
P002|CAH2_BOVIN	0.17866	128
P002|CAH2_BOVIN	0.146556	128
P002|CAH2_BOVIN	0.19804	128
P002|CAH2_BOVIN	0.062706	128
P002|CAH2_BOVIN	0.20571	128
P002|CAH2_BOVIN	0.01784	128
P002|CAH2_BOVIN	0.03	128
P002|CAH2_BOVIN	0.05732	128
P002|CAH2_BOVIN	0.04354	128
P002|CAH2_BOVIN	0.44748	128
P002|CAH2_BOVIN	1.315726	128
P002|CAH2_BOVIN	0.16952	128
P002|CAH2_BOVIN	0.242	128
P002|CAH2_BOVIN	0.008703	128
P002|CAH2_BOVIN	0.04244	128
P002|CAH2_BOVIN	0.242	128
P002|CAH2_BOVIN	0.03558	128
P002|CAH2_BOVIN	0.16952	128
P002|CAH2_BOVIN	5.538128	128
P002|CAH2_BOVIN	0.04244	128
P002|CAH2_BOVIN	0.29488	128
P002|CAH2_BOVIN	0.0464	128
P002|CAH2_BOVIN	0.004116	128
P002|CAH2_BOVIN	0.05548	128
P002|CAH2_BOVIN	0.1757	128
P002|CAH2_BOVIN	0.008435	128
P002|CAH2_BOVIN	0.41352	128
P002|CAH2_BOVIN	1.162376	128
P002|CAH2_BOVIN	0.04836	128
P002|CAH2_BOVIN	0.015507	128
P002|CAH2_BOVIN	0.26344	128
P003|LACB_BOVIN	0.22656	115
P003|LACB_BOVIN	0.33151	115
P003|LACB_BOVIN	5.0858	115
P003|LACB_BOVIN	0.9159	115
P003|LACB_BOVIN	0.0788	115
P003|LACB_BOVIN	6.06692	115
P003|LACB_BOVIN	0.22656	115
P003|LACB_BOVIN	0.3258	115
P003|LACB_BOVIN	10.8596	115
P003|LACB_BOVIN	0.0734	115
P003|LACB_BOVIN	0.3077	115
P003|LACB_BOVIN	0.33151	115
P003|LACB_BOVIN	0.9159	115
P003|LACB_BOVIN	5.0858	115
P003|LACB_BOVIN	0.0682	115
P003|LACB_BOVIN	0.047	115
P003|LACB_BOVIN	11.3643	115
P003|LACB_BOVIN	6.4538	115
P003|LACB_BOVIN	0.09477	115
P003|LACB_BOVIN	6.5006	115
P003|LACB_BOVIN	0.4996	115
P003|LACB_BOVIN	0.1768	115
P003|LACB_BOVIN	0.9735	115
P003|LACB_BOVIN	0.045	115
P003|LACB_BOVIN	0.1251	115
P003|LACB_BOVIN	2.2632	115
P003|LACB_BOVIN	4.5832	115
P003|LACB_BOVIN	0.3876	115
P003|LACB_BOVIN	41.14141	115
P003|LACB_BOVIN	0.42044	115
P003|LACB_BOVIN	0.2528	115
P003|LACB_BOVIN	2.0712	115
P003|LACB_BOVIN	8.79952	115
P003|LACB_BOVIN	5.79378	115
P003|LACB_BOVIN	2.16887	115
P003|LACB_BOVIN	41.14141	115
P003|LACB_BOVIN	4.7342	115
P003|LACB_BOVIN	31.3419	115
P003|LACB_BOVIN	3.32266	115
P003|LACB_BOVIN	0.15603	115
P003|LACB_BOVIN	5.1526	115
P003|LACB_BOVIN	1.59298	115
P003|LACB_BOVIN	15.71722	115
P003|LACB_BOVIN	1.96104	115
P003|LACB_BOVIN	2.07776	115
P003|LACB_BOVIN	0.5726	115
P003|LACB_BOVIN	5.79378	115
P003|LACB_BOVIN	0.47846	115
P003|LACB_BOVIN	2.84199	115
P003|LACB_BOVIN	1.8022	115
P003|LACB_BOVIN	0.1246	115
P003|LACB_BOVIN	0.6492	115
P003|LACB_BOVIN	0.5354	115
P003|LACB_BOVIN	0.3036	115
P003|LACB_BOVIN	0.32218	115
P003|LACB_BOVIN	2.67418	115
P003|LACB_BOVIN	8.98227	115
P003|LACB_BOVIN	0.869	115
P003|LACB_BOVIN	0.5642	115
P003|LACB_BOVIN	0.16944	115
P003|LACB_BOVIN	0.23308	115
P003|LACB_BOVIN	6.5006	115
P003|LACB_BOVIN	3.76952	115
P003|LACB_BOVIN	1.96104	115
P003|LACB_BOVIN	0.4249	115
P003|LACB_BOVIN	0.18524	115
P003|LACB_BOVIN	0.166	115
P003|LACB_BOVIN	0.264	115
P003|LACB_BOVIN	0.10145	115
P003|LACB_BOVIN	0.09414	115
P003|LACB_BOVIN	0.2122	115
P003|LACB_BOVIN	1.5955	115
P003|LACB_BOVIN	3.00624	115
P003|LACB_BOVIN	0.06006	115
P003|LACB_BOVIN	0.4019	115
P003|LACB_BOVIN	44.13368	115
P003|LACB_BOVIN	0.13658	115
P003|LACB_BOVIN	0.29614	115
P003|LACB_BOVIN	0.1135	115
P003|LACB_BOVIN	11.72582	115
P003|LACB_BOVIN	0.0564	115
P003|LACB_BOVIN	0.71108	115
P003|LACB_BOVIN	0.35837	115
P003|LACB_BOVIN	0.09	115
P003|LACB_BOVIN	0.0975	115
P003|LACB_BOVIN	0.0678	115
P003|LACB_BOVIN	0.01186	115
P003|LACB_BOVIN	0.105	115
P003|LACB_BOVIN	0.12977	115
P003|LACB_BOVIN	0.0776	115
P003|LACB_BOVIN	5.54196	115
P003|LACB_BOVIN	0.12032	115
P003|LACB_BOVIN	0.01186	115
P003|LACB_BOVIN	0.003722	115
P003|LACB_BOVIN	0.0894	115
P003|LACB_BOVIN	0.01405	115
P003|LACB_BOVIN	0.024758	115
P003|LACB_BOVIN	3.64053	115
P003|LACB_BOVIN	0.007959	115
P003|LACB_BOVIN	0.105	115
P003|LACB_BOVIN	5.54196	115
P003|LACB_BOVIN	0.07808	115
P003|LACB_BOVIN	0.12977	115
P003|LACB_BOVIN	0.0776	115
P003|LACB_BOVIN	6.00659	115
P003|LACB_BOVIN	0.0827	115
P003|LACB_BOVIN	1.8471	115
P003|LACB_BOVIN	0.35628	115
P003|LACB_BOVIN	0.07808	115
P003|LACB_BOVIN	6.00659	115
P003|LACB_BOVIN	0.3896	115
P003|LACB_BOVIN	0.04974	115
P003|LACB_BOVIN	0.070006	115
P003|LACB_BOVIN	0.06284	115
P003|LACB_BOVIN	0.02644	115
P003|LACB_BOVIN	0.011748	115
P003|LACB_BOVIN	0.38348	115
P003|LACB_BOVIN	1.031232	115
P003|LACB_BOVIN	0.03813	115
P003|LACB_BOVIN	0.36307	115
P003|LACB_BOVIN	0.637046	115
P003|LACB_BOVIN	0.21806	115
P003|LACB_BOVIN	1.031232	115
P003|LACB_BOVIN	0.0758	115
P003|LACB_BOVIN	2.183486	115
P003|LACB_BOVIN	0.425164	115
P003|LACB_BOVIN	2.14645	115
P003|LACB_BOVIN	0.003756	115
P003|LACB_BOVIN	3.039346	115
P003|LACB_BOVIN	0.81208	115
P003|LACB_BOVIN	1.031232	115
P003|LACB_BOVIN	3.565666	115
P003|LACB_BOVIN	2.107138	115
P003|LACB_BOVIN	0.637046	115
P003|LACB_BOVIN	0.031062	115
P003|LACB_BOVIN	0.02607	115
P003|LACB_BOVIN	0.091934	115
P003|LACB_BOVIN	0.27908	115
P003|LACB_BOVIN	0.15693	115
P003|LACB_BOVIN	0.219908	115
P003|LACB_BOVIN	0.228516	115
P003|LACB_BOVIN	1.157294	115
P003|LACB_BOVIN	0.1536	115
P003|LACB_BOVIN	0.064102	115
P003|LACB_BOVIN	0.1536	115
P003|LACB_BOVIN	0.038545	115
P003|LACB_BOVIN	0.219908	115
P003|LACB_BOVIN	0.064102	115
P003|LACB_BOVIN	1.157294	115
P003|LACB_BOVIN	0.3896	115
P003|LACB_BOVIN	0.13334	115
P003|LACB_BOVIN	0.81208	115
P003|LACB_BOVIN	0.01546	115
P003|LACB_BOVIN	0.02904	115
P003|LACB_BOVIN	0.007864	115
P003|LACB_BOVIN	0.12407	115
P003|LACB_BOVIN	0.506644	115
P003|LACB_BOVIN	0.0063	115
P003|LACB_BOVIN	0.007781	115
P003|LACB_BOVIN	0.005403	115
P003|LACB_BOVIN	0.025584	115
P003|LACB_BOVIN	0.18664	115
P003|LACB_BOVIN	0.005571	115
P003|LACB_BOVIN	0.11508	115
P003|LACB_BOVIN	0.01238	115
P003|LACB_BOVIN	0.08876	115
P003|LACB_BOVIN	0.109548	115
P003|LACB_BOVIN	0.010754	115
P003|LACB_BOVIN	0.290718	115
P003|LACB_BOVIN	0.0454	115
P003|LACB_BOVIN	0.006363	115
P003|LACB_BOVIN	0.060822	115
P003|LACB_BOVIN	0.513275	115
P003|LACB_BOVIN	0.06924	115
P003|LACB_BOVIN	0.11208	115
P004|TRFE_BOVIN	0.05325	113
P004|TRFE_BOVIN	0.16586	113
P004|TRFE_BOVIN	0.34241	113
P004|TRFE_BOVIN	3.63104	113
P004|TRFE_BOVIN	0.09492	113
P004|TRFE_BOVIN	5.73117	113
P004|TRFE_BOVIN	0.06262	113
P004|TRFE_BOVIN	0.147	113
P004|TRFE_BOVIN	1.0636	113
P004|TRFE_BOVIN	0.9563	113
P004|TRFE_BOVIN	0.2956	113
P004|TRFE_BOVIN	0.0909	113
P004|TRFE_BOVIN	0.3588	113
P004|TRFE_BOVIN	0.50752	113
P004|TRFE_BOVIN	0.4708	113
P004|TRFE_BOVIN	0.3462	113
P004|TRFE_BOVIN	5.13096	113
P004|TRFE_BOVIN	11.95658	113
P004|TRFE_BOVIN	6.2278	113
P004|TRFE_BOVIN	3.9344	113
P004|TRFE_BOVIN	0.1454	113
P004|TRFE_BOVIN	0.34241	113
P004|TRFE_BOVIN	0.1173	113
P004|TRFE_BOVIN	3.16359	113
P004|TRFE_BOVIN	25.8942	113
P004|TRFE_BOVIN	0.2877	113
P004|TRFE_BOVIN	0.44378	113
P004|TRFE_BOVIN	0.50934	113
P004|TRFE_BOVIN	2.20798	113
P004|TRFE_BOVIN	0.2982	113
P004|TRFE_BOVIN	5.45562	113
P004|TRFE_BOVIN	0.28471	113
P004|TRFE_BOVIN	1.7987	113
P004|TRFE_BOVIN	12.79679	113
P004|TRFE_BOVIN	0.5232	113
P004|TRFE_BOVIN	0.8196	113
P004|TRFE_BOVIN	10.8596	113
P004|TRFE_BOVIN	4.06494	113
P004|TRFE_BOVIN	3.34773	113
P004|TRFE_BOVIN	0.0888	113
P004|TRFE_BOVIN	0.7834	113
P004|TRFE_BOVIN	0.59239	113
P004|TRFE_BOVIN	0.3425	113
P004|TRFE_BOVIN	0.3425	113
P004|TRFE_BOVIN	0.9098	113
P004|TRFE_BOVIN	1.1376	113
P004|TRFE_BOVIN	0.628	113
P004|TRFE_BOVIN	0.09255	113
P004|TRFE_BOVIN	0.21784	113
P004|TRFE_BOVIN	0.07976	113
P004|TRFE_BOVIN	1.15022	113
P004|TRFE_BOVIN	0.35654	113
P004|TRFE_BOVIN	31.87492	113
P004|TRFE_BOVIN	1.1722	113
P004|TRFE_BOVIN	0.09319	113
P004|TRFE_BOVIN	10.37952	113
P004|TRFE_BOVIN	5.48457	113
P004|TRFE_BOVIN	0.73471	113
P004|TRFE_BOVIN	0.3498	113
P004|TRFE_BOVIN	3.0711	113
P004|TRFE_BOVIN	3.84078	113
P004|TRFE_BOVIN	0.06144	113
P004|TRFE_BOVIN	0.50974	113
P004|TRFE_BOVIN	0.47319	113
P004|TRFE_BOVIN	0.1722	113
P004|TRFE_BOVIN	0.1754	113
P004|TRFE_BOVIN	0.15136	113
P004|TRFE_BOVIN	0.2416	113
P004|TRFE_BOVIN	0.19272	113
P004|TRFE_BOVIN	0.18294	113
P004|TRFE_BOVIN	1.39374	113
P004|TRFE_BOVIN	0.03662	113
P004|TRFE_BOVIN	7.9119	113
P004|TRFE_BOVIN	0.0482	113
P004|TRFE_BOVIN	0.15576	113
P004|TRFE_BOVIN	0.30188	113
P004|TRFE_BOVIN	0.2147	113
P004|TRFE_BOVIN	0.17284	113
P004|TRFE_BOVIN	0.75135	113
P004|TRFE_BOVIN	0.28873	113
P004|TRFE_BOVIN	0.1115	113
P004|TRFE_BOVIN	0.2982	113
P004|TRFE_BOVIN	0.05724	113
P004|TRFE_BOVIN	0.5347	113
P004|TRFE_BOVIN	0.07723	113
P004|TRFE_BOVIN	0.20662	113
P004|TRFE_BOVIN	0.6426	113
P004|TRFE_BOVIN	0.2732	113
P004|TRFE_BOVIN	3.34773	113
P004|TRFE_BOVIN	0.33138	113
P004|TRFE_BOVIN	0.25926	113
P004|TRFE_BOVIN	0.6856	113
P004|TRFE_BOVIN	0.40018	113
P004|TRFE_BOVIN	1.89547	113
P004|TRFE_BOVIN	0.27822	113
P004|TRFE_BOVIN	0.08253	113
P004|TRFE_BOVIN	0.02578	113
P004|TRFE_BOVIN	0.03198	113
P004|TRFE_BOVIN	0.006154	113
P004|TRFE_BOVIN	0.207054	113
P004|TRFE_BOVIN	0.08125	113
P004|TRFE_BOVIN	0.009392	113
P004|TRFE_BOVIN	0.110971	113
P004|TRFE_BOVIN	0.5426	113
P004|TRFE_BOVIN	0.231644	113
P004|TRFE_BOVIN	0.01368	113
P004|TRFE_BOVIN	0.376532	113
P004|TRFE_BOVIN	0.02476	113
P004|TRFE_BOVIN	0.01018	113
P004|TRFE_BOVIN	0.081388	113
P004|TRFE_BOVIN	1.90152	113
P004|TRFE_BOVIN	0.00522	113
P004|TRFE_BOVIN	0.009747	113
P004|TRFE_BOVIN	1.099507	113
P004|TRFE_BOVIN	1.275056	113
P004|TRFE_BOVIN	0.554906	113
P004|TRFE_BOVIN	0.07854	113
P004|TRFE_BOVIN	0.157	113
P004|TRFE_BOVIN	1.573907	113
P004|TRFE_BOVIN	0.012566	113
P004|TRFE_BOVIN	0.228902	113
P004|TRFE_BOVIN	0.006154	113
P004|TRFE_BOVIN	0.0048	113
P004|TRFE_BOVIN	0.00849	113
P004|TRFE_BOVIN	0.163391	113
P004|TRFE_BOVIN	0.20516	113
P004|TRFE_BOVIN	0.889049	113
P004|TRFE_BOVIN	0.035112	113
P004|TRFE_BOVIN	0.197919	113
P004|TRFE_BOVIN	0.04614	113
P004|TRFE_BOVIN	0.36464	113
P004|TRFE_BOVIN	0.17484	113
P004|TRFE_BOVIN	0.07306	113
P004|TRFE_BOVIN	0.122302	113
P004|TRFE_BOVIN	0.808542	113
P004|TRFE_BOVIN	0.169786	113
P004|TRFE_BOVIN	1.009004	113
P004|TRFE_BOVIN	0.865112	113
P004|TRFE_BOVIN	3.765266	113
P004|TRFE_BOVIN	0.12942	113
P004|TRFE_BOVIN	0.022678	113
P004|TRFE_BOVIN	0.293598	113
P004|TRFE_BOVIN	0.560137	113
P004|TRFE_BOVIN	0.31408	113
P004|TRFE_BOVIN	0.31408	113
P004|TRFE_BOVIN	0.35766	113
P004|TRFE_BOVIN	0.310552	113
P004|TRFE_BOVIN	0.02946	113
P004|TRFE_BOVIN	0.00564	113
P004|TRFE_BOVIN	0.02946	113
P004|TRFE_BOVIN	0.31408	113
P004|TRFE_BOVIN	1.1438	113
P004|TRFE_BOVIN	0.560137	113
P004|TRFE_BOVIN	0.011	113
P004|TRFE_BOVIN	0.0164	113
P004|TRFE_BOVIN	0.35766	113
P004|TRFE_BOVIN	0.00564	113
P004|TRFE_BOVIN	0.310552	113
P004|TRFE_BOVIN	0.10598	113
P004|TRFE_BOVIN	0.08125	113
P004|TRFE_BOVIN	0.05264	113
P004|TRFE_BOVIN	0.14666	113
P004|TRFE_BOVIN	0.201256	113
P004|TRFE_BOVIN	0.16436	113
P004|TRFE_BOVIN	0.39932	113
P004|TRFE_BOVIN	0.1225	113
P004|TRFE_BOVIN	0.0235	113
P004|TRFE_BOVIN	0.041	113
P004|TRFE_BOVIN	0.0106	113
P004|TRFE_BOVIN	0.197919	113
P004|TRFE_BOVIN	0.0154	113
P004|TRFE_BOVIN	0.03962	113
P004|TRFE_BOVIN	0.021023	113
P004|TRFE_BOVIN	0.043434	113
P004|TRFE_BOVIN	0.028092	113
P004|TRFE_BOVIN	0.02146	113
P004|TRFE_BOVIN	0.118732	113
P004|TRFE_BOVIN	0.035218	113
P004|TRFE_BOVIN	1.20492	113
P004|TRFE_BOVIN	0.01316	113
P004|TRFE_BOVIN	0.09344	113
P004|TRFE_BOVIN	0.01836	113
P004|TRFE_BOVIN	0.0208	113
P004|TRFE_BOVIN	0.046712	113
P004|TRFE_BOVIN	0.04993	113
P004|TRFE_BOVIN	0.17484	113
P004|TRFE_BOVIN	0.04638	113
P004|TRFE_BOVIN	0.047781	113
P004|TRFE_BOVIN	0.06078	113
P004|TRFE_BOVIN	0.14678	113
P004|TRFE_BOVIN	0.108731	113
P004|TRFE_BOVIN	0.033094	113
P004|TRFE_BOVIN	0.06186	113
P004|TRFE_BOVIN	0.050985	113
P004|TRFE_BOVIN	0.022678	113
P004|TRFE_BOVIN	0.043434	113
P004|TRFE_BOVIN	0.094842	113
P004|TRFE_BOVIN	0.01352	113
P004|TRFE_BOVIN	0.057106	113
P004|TRFE_BOVIN	0.0668	113
P004|TRFE_BOVIN	0.07164	113
P004|TRFE_BOVIN	0.03032	113
P004|TRFE_BOVIN	0.053338	113
P005|G3P_RABIT	20.04004	124
P005|G3P_RABIT	21.49146	124
P005|G3P_RABIT	0.2206	124
P005|G3P_RABIT	0.0508	124
P005|G3P_RABIT	0.0506	124
P005|G3P_RABIT	0.221	124
P005|G3P_RABIT	0.24296	124
